"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030964","GO:0030964","NADH dehydrogenase complex","39/2993","45/17988",9.74908627369721e-25,5.79258209428842e-23,5.15675352898194e-23,"Ndufa9/Ndufa11/Ndufb2/Ndufs3/Ndufs2/Ndufa2/Ndufa1/Ndufa12/Ndufs7/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufs1/Ndufb3/Ndufa10/Ndufa8/Ndufb5/Dmac1/Ndufs5/Ndufa4/Ndufc2/Ndufab1/Ndufb11/Ndufb7/Ndufa3/Ndufa13/Ndufc1/Ndufv1/Ndufb10/Dmac2/Ndufs8/Ndufb6/Ndufb1",39
"GO:0045271","GO:0045271","respiratory chain complex I","39/2993","45/17988",9.74908627369721e-25,5.79258209428842e-23,5.15675352898194e-23,"Ndufa9/Ndufa11/Ndufb2/Ndufs3/Ndufs2/Ndufa2/Ndufa1/Ndufa12/Ndufs7/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufs1/Ndufb3/Ndufa10/Ndufa8/Ndufb5/Dmac1/Ndufs5/Ndufa4/Ndufc2/Ndufab1/Ndufb11/Ndufb7/Ndufa3/Ndufa13/Ndufc1/Ndufv1/Ndufb10/Dmac2/Ndufs8/Ndufb6/Ndufb1",39
"GO:0000315","GO:0000315","organellar large ribosomal subunit","41/2993","56/17988",1.09043236104465e-20,5.55341623874885e-19,4.94383995270621e-19,"Mrpl10/Mrpl2/Mrpl4/Mrpl49/Mrpl58/Mrpl45/Mrpl36/Mrpl57/Mrpl13/Mrpl40/Mrpl39/Mrpl14/Mrps18a/Mrpl28/Mrpl27/Mrpl16/Mrpl21/Mrpl43/Mrpl30/Mrpl44/Mrpl9/Mrpl37/Nsun4/Mrpl1/Mrpl53/Mrpl19/Mrpl51/Mrpl46/Mrpl48/Mrpl17/Mrpl3/Mrpl15/Mrpl34/Mrpl55/Mrpl47/Mrpl12/Mrpl50/Mrpl35/Mrpl18/Mrpl42/Mrpl33",41
"GO:0005762","GO:0005762","mitochondrial large ribosomal subunit","41/2993","56/17988",1.09043236104465e-20,5.55341623874885e-19,4.94383995270621e-19,"Mrpl10/Mrpl2/Mrpl4/Mrpl49/Mrpl58/Mrpl45/Mrpl36/Mrpl57/Mrpl13/Mrpl40/Mrpl39/Mrpl14/Mrps18a/Mrpl28/Mrpl27/Mrpl16/Mrpl21/Mrpl43/Mrpl30/Mrpl44/Mrpl9/Mrpl37/Nsun4/Mrpl1/Mrpl53/Mrpl19/Mrpl51/Mrpl46/Mrpl48/Mrpl17/Mrpl3/Mrpl15/Mrpl34/Mrpl55/Mrpl47/Mrpl12/Mrpl50/Mrpl35/Mrpl18/Mrpl42/Mrpl33",41
"GO:0031012","GO:0031012","extracellular matrix","154/2993","477/17988",1.41158848403426e-17,6.70975059410949e-16,5.97324811138706e-16,"Egfl6/Loxl3/Serpinf1/Col6a1/Col18a1/Col1a1/Lamb1/Col5a3/Angptl2/Col26a1/Ccn4/Nid1/Otog/Adam19/Podnl1/Serac1/Wnt11/Matn4/Vtn/Timp2/Sparc/Plod1/Lama4/Lama2/Igf1/Col6a2/Matn3/Pxdn/Papln/Hsp90aa1/Aspn/Ogn/Vcan/Thbs4/Nid2/Wnt5a/Bmp1/Angpt1/Matn2/Col2a1/Ccdc80/Adamts5/Igfbp6/Ache/Smoc2/Vegfa/Emilin2/Vit/Adamts10/Col11a2/Fbn2/Efemp2/Gsto1/Itih5/Clec3b/Itgb1/Col5a2/Col3a1/Fn1/Serpine2/Lrrn2/Lamc1/Dpt/Myoc/Col5a1/Lamc3/Hsd17b12/Fbn1/Fbln7/Ccn5/Anxa5/Postn/Ptx3/Col11a1/Thbs3/Col24a1/Col15a1/Tnc/P3h1/Hspg2/Alpl/Sema3c/Mmp23/Col1a2/Ptn/Lrig1/Mfap5/Wnt5b/Tspan9/Pcsk6/Col4a5/Col4a1/Col4a2/Mmp2/Mmp15/Comp/Bmper/Pkm/Col12a1/Loxl1/Cspg4/Tnxb/Angptl1/Fam20b/Emid1/Loxl2/Gpc1/Fras1/Abi3bp/Ssc5d/Adamtsl2/Lum/Adamts2/Fgf1/Cpz/Ccn3/Spon2/Tecta/Olfml2b/Chad/Megf9/Vasn/Ltbp4/Col16a1/Npnt/Fmod/Lman1/Lgalsl/Mfap4/Egflam/Tril/Ecm2/Adamts3/Col6a6/Adamtsl5/Olfml2a/Adamts12/Col6a3/Adamts16/Lrrc15/Spock3/Col8a2/Adamts17/Frem1/Adamts14/Chadl/Hmcn1/Col4a4/Col8a1/Lgals1/Serpinh1/Adamtsl3/Col22a1/Col4a3",154
"GO:0030312","GO:0030312","external encapsulating structure","154/2993","478/17988",1.74856088188757e-17,7.79202442991148e-16,6.93672507748819e-16,"Egfl6/Loxl3/Serpinf1/Col6a1/Col18a1/Col1a1/Lamb1/Col5a3/Angptl2/Col26a1/Ccn4/Nid1/Otog/Adam19/Podnl1/Serac1/Wnt11/Matn4/Vtn/Timp2/Sparc/Plod1/Lama4/Lama2/Igf1/Col6a2/Matn3/Pxdn/Papln/Hsp90aa1/Aspn/Ogn/Vcan/Thbs4/Nid2/Wnt5a/Bmp1/Angpt1/Matn2/Col2a1/Ccdc80/Adamts5/Igfbp6/Ache/Smoc2/Vegfa/Emilin2/Vit/Adamts10/Col11a2/Fbn2/Efemp2/Gsto1/Itih5/Clec3b/Itgb1/Col5a2/Col3a1/Fn1/Serpine2/Lrrn2/Lamc1/Dpt/Myoc/Col5a1/Lamc3/Hsd17b12/Fbn1/Fbln7/Ccn5/Anxa5/Postn/Ptx3/Col11a1/Thbs3/Col24a1/Col15a1/Tnc/P3h1/Hspg2/Alpl/Sema3c/Mmp23/Col1a2/Ptn/Lrig1/Mfap5/Wnt5b/Tspan9/Pcsk6/Col4a5/Col4a1/Col4a2/Mmp2/Mmp15/Comp/Bmper/Pkm/Col12a1/Loxl1/Cspg4/Tnxb/Angptl1/Fam20b/Emid1/Loxl2/Gpc1/Fras1/Abi3bp/Ssc5d/Adamtsl2/Lum/Adamts2/Fgf1/Cpz/Ccn3/Spon2/Tecta/Olfml2b/Chad/Megf9/Vasn/Ltbp4/Col16a1/Npnt/Fmod/Lman1/Lgalsl/Mfap4/Egflam/Tril/Ecm2/Adamts3/Col6a6/Adamtsl5/Olfml2a/Adamts12/Col6a3/Adamts16/Lrrc15/Spock3/Col8a2/Adamts17/Frem1/Adamts14/Chadl/Hmcn1/Col4a4/Col8a1/Lgals1/Serpinh1/Adamtsl3/Col22a1/Col4a3",154
"GO:0070069","GO:0070069","cytochrome complex","27/2993","34/17988",1.35374705224679e-15,5.67777440148214e-14,5.05454781736729e-14,"Cox5a/Cox4i2/Cox6c/Cox7c/Uqcr11/Uqcrb/Cyc1/Cox7a2l/Cox8b/Uqcrc1/Ndufa4/Uqcrc2/Cox7b/Cox4i1/Cox7a2/Cox6b1/Uqcrfs1/Ndufa4l2/Cox6a1/Cox10/Uqcrq/Coa6/Uqcr10/Cox5b/Uqcrh/Uqcc3/Cox7a1",27
"GO:0043209","GO:0043209","myelin sheath","82/2993","208/17988",2.89725981443541e-15,1.14763680427358e-13,1.02166530298512e-13,"Cox5a/Dlat/Atp5pb/Calm1/Ckb/Akr1b1/Dlst/Wdr1/Prdx2/Ndufs3/Cdc42/Sod2/Rala/Pten/Slc25a5/Pitpna/Mdh2/Calm3/Mdh1/Vdac1/Dld/Nme2/Hsp90aa1/Sdha/Vdac2/Sucla2/Aco2/Atp5po/Ndufv2/Prdx3/Atp5f1b/Atp5f1a/Uqcrc1/Atp5f1c/Itgb1/Ndufs1/Hspd1/Ndufa10/Septin2/Atp1b1/Myoc/Dnm1/Gsn/Slc25a12/Tspan2/Mpdz/Prxl2b/Fscn1/Exoc4/Ldhb/Uqcrc2/Pdha1/Slc25a4/Got2/Jam3/Thy1/Cryab/Gnb5/Idh3a/Pkm/Cd59a/Pebp1/Atp5pd/Calm2/Nme1/Igsf8/Uqcrfs1/Phb1/Cox6a1/Immt/Pmp2/Bcl2/Gapdh/Cox5b/Slc25a3/Actg1/Eno1/Cycs/Cd59b/Rap1a/Tuba1a/Tufm",82
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","120/2993","364/17988",1.04891530861309e-14,3.9361927107428e-13,3.50413258223652e-13,"Egfl6/Loxl3/Serpinf1/Col6a1/Col18a1/Col1a1/Lamb1/Col5a3/Angptl2/Nid1/Adam19/Podnl1/Matn4/Vtn/Timp2/Sparc/Plod1/Lama4/Lama2/Igf1/Col6a2/Matn3/Pxdn/Papln/Hsp90aa1/Aspn/Ogn/Vcan/Thbs4/Nid2/Bmp1/Angpt1/Matn2/Col2a1/Ccdc80/Adamts5/Igfbp6/Ache/Smoc2/Vegfa/Emilin2/Vit/Adamts10/Col11a2/Fbn2/Efemp2/Gsto1/Itih5/Itgb1/Col5a2/Col3a1/Fn1/Serpine2/Lamc1/Dpt/Myoc/Col5a1/Lamc3/Fbn1/Anxa5/Postn/Col11a1/Thbs3/Col24a1/Col15a1/Tnc/P3h1/Hspg2/Sema3c/Col1a2/Ptn/Mfap5/Tspan9/Pcsk6/Col4a5/Col4a1/Col4a2/Comp/Bmper/Pkm/Col12a1/Loxl1/Cspg4/Tnxb/Angptl1/Fam20b/Emid1/Loxl2/Gpc1/Fras1/Abi3bp/Ssc5d/Lum/Adamts2/Ccn3/Megf9/Ltbp4/Col16a1/Npnt/Fmod/Lman1/Lgalsl/Mfap4/Egflam/Ecm2/Col6a6/Adamtsl5/Col6a3/Lrrc15/Col8a2/Adamts17/Frem1/Chadl/Hmcn1/Col4a4/Col8a1/Lgals1/Serpinh1/Col22a1/Col4a3",120
"GO:0000314","GO:0000314","organellar small ribosomal subunit","24/2993","32/17988",4.96337081305766e-13,1.68518256652862e-11,1.50020681717983e-11,"Mrps25/Mrps18c/Mrps24/Mrps23/Mrps18a/Mrps5/Mrps33/Mrps11/Mrps31/Mrps22/Mrps6/Mrps35/Mrps28/Mrps27/Mrps12/Mrps7/Mrps16/Mrps14/Mrps9/Mrpl42/Chchd1/Ptcd3/Aurkaip1/Dap3",24
"GO:0005763","GO:0005763","mitochondrial small ribosomal subunit","24/2993","32/17988",4.96337081305766e-13,1.68518256652862e-11,1.50020681717983e-11,"Mrps25/Mrps18c/Mrps24/Mrps23/Mrps18a/Mrps5/Mrps33/Mrps11/Mrps31/Mrps22/Mrps6/Mrps35/Mrps28/Mrps27/Mrps12/Mrps7/Mrps16/Mrps14/Mrps9/Mrpl42/Chchd1/Ptcd3/Aurkaip1/Dap3",24
"GO:0045259","GO:0045259","proton-transporting ATP synthase complex","17/2993","18/17988",8.39514804669816e-13,2.72079116240718e-11,2.42214080007607e-11,"Atp5pb/Atp5f1d/Atp5mc1/Atp5f1e/Atp5mc3/Atp5mj/Atp5pf/Atp5po/Atp5f1b/Atp5f1a/Atp5f1c/Atp5pd/Atp5mf/Atp5mg/Atp5me/Dmac2l/Atp5mk",17
"GO:0005753","GO:0005753","mitochondrial proton-transporting ATP synthase complex","16/2993","17/17988",4.78936993443973e-12,1.48470467967632e-10,1.32173458602616e-10,"Atp5pb/Atp5f1d/Atp5mc1/Atp5f1e/Atp5mc3/Atp5mj/Atp5pf/Atp5po/Atp5f1b/Atp5f1a/Atp5f1c/Atp5pd/Atp5mf/Atp5mg/Atp5me/Atp5mk",16
"GO:0005604","GO:0005604","basement membrane","48/2993","107/17988",6.96252868357696e-12,2.06845122974599e-10,1.84140561236706e-10,"Egfl6/Serpinf1/Col18a1/Lamb1/Nid1/Vtn/Timp2/Sparc/Lama4/Lama2/Pxdn/Papln/Thbs4/Nid2/Matn2/Col2a1/Ccdc80/Ache/Smoc2/Vegfa/Efemp2/Gsto1/Itgb1/Fn1/Lamc1/Col5a1/Lamc3/Fbn1/Col15a1/Tnc/P3h1/Hspg2/Ptn/Col4a5/Col4a1/Col4a2/Loxl1/Loxl2/Fras1/Megf9/Npnt/Egflam/Col8a2/Frem1/Hmcn1/Col4a4/Col8a1/Col4a3",48
"GO:0005751","GO:0005751","mitochondrial respiratory chain complex IV","17/2993","20/17988",3.78495367586194e-11,1.07946878835582e-09,9.60979817492525e-10,"Cox5a/Cox4i2/Cox6c/Cox7c/Cox7a2l/Cox8b/Ndufa4/Uqcrc2/Cox7b/Cox4i1/Cox7a2/Cox6b1/Uqcrfs1/Ndufa4l2/Cox6a1/Cox5b/Cox7a1",17
"GO:0045277","GO:0045277","respiratory chain complex IV","18/2993","23/17988",1.31396408614e-10,3.60329382083778e-09,3.20777467183167e-09,"Cox5a/Cox4i2/Cox6c/Cox7c/Cox7a2l/Cox8b/Ndufa4/Uqcrc2/Cox7b/Cox4i1/Cox7a2/Cox6b1/Uqcrfs1/Ndufa4l2/Cox6a1/Coa6/Cox5b/Cox7a1",18
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","16/2993","20/17988",8.21463481593333e-10,2.16927208287425e-08,1.93115976374573e-08,"Dlat/Dbt/Idh3g/Dlst/Pdhx/Ogdh/Dld/Pdhb/Sucla2/Fh1/Idh3b/Bckdk/Idh3a/Suclg1/Bckdha/Mrps36",16
