"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043022","GO:0043022","ribosome binding","39/2715","113/17763",3.18388027987936e-07,3.34307429387333e-05,2.83654788571071e-05,"Slfn4/Fmr1/Slfn3/Rack1/Unk/Srp68/Nemf/Pim1/Bag6/Sbds/Dnajc1/Mtor/Dnajc2/Malsu1/Ybx3/Eif3c/Nomo1/Rbm3/Rpsa/Gtpbp6/Piwil2/Eef2/Eif1/Larp1/Letm2/Efl1/Ythdf1/Shfl/Zfp598/Gcn1/Dhx29/Rictor/Eif3k/Cpsf6/Npm1/Eif1a/Abce1/Slfn2/Slfn1",39
"GO:0003713","GO:0003713","transcription coactivator activity","69/2715","260/17763",1.74671309472714e-06,0.000168121135367487,0.000142648236069383,"Trim25/Kat2b/Daxx/Prpf6/Brd8/Zmiz1/Mrtfb/Actn1/Arid5b/Sirt1/Lpin1/Kat2a/Snw1/Mta1/Jmy/Kat6b/Mtdh/Crebbp/Setd4/Calcoco1/Gps2/Brd4/Lpin2/Cebpz/Kat5/Notch1/Helz2/Fhl5/Kdm4c/Kmt2e/Xpc/Fus/Kat8/Kat6a/Rbpms/Smarca4/Zxdc/Kdm1a/Fgf2/Phf2/Kmt2c/Bcl9/Ncoa7/Rere/Cited2/Trim62/Asxl1/Thrap3/Trrap/Kmt2d/Sertad2/Maml1/Trim30b/Yap1/Bcl3/Hmgb2/Ep300/Ddx17/Per2/Npm1/Rrp1b/Maml3/Naca/Mysm1/Nup98/Tacc1/Hmgb1/Mta2/Med12",69
"GO:0042393","GO:0042393","histone binding","64/2715","238/17763",2.5309355395512e-06,0.000224863888321664,0.000190793602212321,"Fmr1/Pwp1/Kmt2a/Supt6/Daxx/Hdgfl2/Asf1b/Ezh1/Sirt1/Vrk1/Dek/Spin1/Ctsl/Brd4/Phf1/Brd2/Uhrf2/Tbl1x/Smarcc2/Uimc1/Snca/Ncl/Ing5/Mllt10/Ssrp1/Tbl1xr1/Anp32b/Kdm4c/Phc2/Kmt2e/Dnajc2/Lrwd1/Taf1/Tnks/Cdyl2/Smarca4/Phip/Usp3/Kdm4a/Ino80/Pygo1/Sbno2/Phc3/Phf2/Kmt2c/Zmynd8/Bptf/Tspyl2/Phf8/Chd7/Ing1/Kmt2d/Cbx7/Chd8/Zzef1/Npm1/Chd6/Sphk2/Rnf169/Nap1l1/Bcas3/Mysm1/Ing2/Chd4",64
"GO:0070063","GO:0070063","RNA polymerase binding","24/2715","60/17763",3.11171551855347e-06,0.000256716530280661,0.000217820086298743,"Ccnt1/Rtraf/Bcl2l2/Maf1/Brd4/Wac/Tcerg1/Cdc73/Smyd2/Rprd1b/Rprd2/Anp32b/Uri1/Nedd4/Uvssa/Phrf1/Hnrnpu/Pcif1/Wdr43/Pcf11/Zfp36/Scaf8/Per2/Erbb2",24
"GO:1990841","GO:1990841","promoter-specific chromatin binding","28/2715","76/17763",3.34270782066347e-06,0.000257388502191087,0.000218390244283347,"Klf4/Ercc1/Ehmt2/Prdm15/E2f4/Sirt1/Ddx5/Nipbl/Hsf1/Runx1/Tcf7l2/Taf5/Mybl1/Taf1/Mecp2/Rbl2/Usp3/Gadd45a/Kdm1a/Kdm6a/Hnrnpu/Chd7/Atf4/Foxo1/Foxc1/Ep300/Zc3h4/Nup98",28
"GO:0003730","GO:0003730","mRNA 3'-UTR binding","34/2715","102/17763",4.31878749957454e-06,0.000311210786373007,0.000264057636922552,"Fmr1/Celf2/Rsl1d1/Khsrp/Hnrnpa0/Carhsp1/Rbfox1/Fxr2/Taf15/Ddx5/Zfp36l1/Exosc8/Pum1/Ybx3/Fus/Rnf40/Rnps1/Secisbp2l/Larp1/Hnrnpu/Rc3h1/Tardbp/Zfp36/Cirbp/Zfp36l2/Hnrnpa1/Mex3d/Ddx17/Rpl5/Hnrnpa3/Rps7/Hnrnpr/Dazap1/Tut1",34
"GO:0003724","GO:0003724","RNA helicase activity","26/2715","69/17763",4.58059166090141e-06,0.000311210786373007,0.000264057636922552,"Ddx18/Ddx23/Snrnp200/Ddx56/Mtrex/Ddx27/Dhx40/Ddx39b/Ddx21/Ddx50/Ddx42/Ddx5/Ddx46/Ddx59/Ddx20/Dhx15/Ddx51/Dhx57/Ddx1/Dhx38/Skic2/Aqr/Ddx24/Dhx29/Ddx17/Eif4a1",26
"GO:0051020","GO:0051020","GTPase binding","82/2715","334/17763",5.59928716111308e-06,0.000359287592838089,0.000304850078771712,"Ngfr/Xpo6/Tamalin/Ocrl/Kpnb1/Rac1/Ipo4/Braf/Ranbp2/Rabac1/Ndrg1/Bcl2l1/Rassf1/Abca1/Gdi1/Eps8/Appl2/Rph3al/Dvl2/Prkch/Golga5/Gdi2/Cdc42bpb/Xpo4/Lcp1/Sod1/Ralbp1/Rin1/Arhgdia/Farp1/Dock9/Als2/Eprs1/Pkn3/Odf2/Ybx1/Errfi1/Rilpl1/Iqgap1/Ipo5/Yipf2/Micall1/Gga1/Ipo13/Atp7a/Diaph2/Exph5/Myo5a/Ccdc186/Rims4/Dennd1a/Rusc2/Fmnl2/Sh3bp4/Wdr44/Ranbp10/Rapgef6/Inf2/Iars1/Ranbp9/Picalm/Fnbp1l/Ambra1/Plekhg1/Dmxl2/Cdc42ep4/Myrip/Git2/Als2cl/Rin3/Rasip1/Whamm/Pou4f1/Acap2/Tbc1d30/Plekhg3/Dock1/Akap13/Garre1/Xpo5/Bnip3/Rab7",82
"GO:0008186","GO:0008186","ATP-dependent activity, acting on RNA","26/2715","71/17763",8.41741775699196e-06,0.000507826870617037,0.000430883405372031,"Ddx18/Ddx23/Snrnp200/Ddx56/Mtrex/Ddx27/Dhx40/Ddx39b/Ddx21/Ddx50/Ddx42/Ddx5/Ddx46/Ddx59/Ddx20/Dhx15/Ddx51/Dhx57/Ddx1/Dhx38/Skic2/Aqr/Ddx24/Dhx29/Ddx17/Eif4a1",26
"GO:0003779","GO:0003779","actin binding","100/2715","432/17763",8.79353888514349e-06,0.000507826870617037,0.000430883405372031,"Myo18a/Hip1r/Emd/Flii/Eps8l1/Actn3/Slc4a1/Mrtfb/Fxyd5/Klhl3/Actn1/Eps8/Utrn/Mypn/Slc6a4/Myh3/Sptb/Clmn/Jmy/Fam107a/Lcp1/Parvg/Myh9/Twf1/Plec/Shank3/Mylk/Lima1/Prkn/Washc1/Ablim1/P4hb/Flnb/Myo1a/Pstpip2/Avil/Snca/Tnnt2/Tnni1/Spta1/Vps16/Pfn2/Tpm3/Wasf2/Epb41/Afap1/Ablim2/Shroom3/Iqgap1/Myh14/Ophn1/Klhl2/Ablim3/Ino80/Diaph2/Myo5a/Ppp1r18/Ssh3/Eef2/Myo1d/Pawr/Pknox2/Fmnl2/Inf2/Limch1/Ctnna1/Ssh2/Wipf2/Mybpc2/Myo9a/Hnrnpu/Dag1/Hip1/Enc1/Myrip/Sipa1l1/Prkce/Dmd/Whamm/Lmod1/Mical3/Ttn/Ezr/Plekhg3/Tln2/Myh7/Syne3/Tns1/Myh8/Nod2/Tpm3-rs7/Tmod3/Myh13/Sntb1/Gmfg/Phactr2/Myo18b/Myh7b/Tnnc1/Syne1",100
"GO:0140993","GO:0140993","histone modifying activity","53/2715","193/17763",9.32275106544751e-06,0.000512751308599613,0.00043506171638755,"Kat2b/Brpf1/Kmt2a/Kmt2b/Ezh1/Hdac5/Ehmt2/Sirt1/Jade2/Kat2a/Vrk1/Kat6b/Crebbp/Setd4/Ubr2/Kdm4b/Setbp1/Kat5/Oga/Huwe1/Padi4/Smyd2/Mecom/Kdm4c/Prkaa2/Mier1/Meaf6/Kat8/Taf1/Kat6a/Kdm4a/Pcgf3/Kdm1a/Kdm6a/Tgm2/Phf2/Kmt2c/Kdm3b/Kat7/Suv39h1/Phf8/Setd1a/Rsbn1/Setd2/Kmt2d/Kdm3a/Nsd3/Ep300/Kdm5d/Mysm1/Brpf3/Uty/Mta2",53
"GO:1990948","GO:1990948","ubiquitin ligase inhibitor activity","8/2715","10/17763",9.9329570062014e-06,0.000521480242825574,0.000442468084821699,"Rps20/Rpl37/Rpl5/Rpl11/Rps7/Rps15/Rpl23/Rpl37rt",8
"GO:0003743","GO:0003743","translation initiation factor activity","19/2715","46/17763",1.90189307718706e-05,0.000955081088761329,0.0008103718328884,"Eif2b5/Eif5/Eif3h/Eif3e/Eif3a/Eif5b/Eif4g3/Eif3c/Eif3f/Eif3l/Eif1/Dhx29/Eif3k/Eif3b/Eif1a/Eif4b/Eif4a1/Eif3g/Eif2s2",19
"GO:0031267","GO:0031267","small GTPase binding","72/2715","294/17763",2.22153078474084e-05,0.00106911169015653,0.000907125070435844,"Ngfr/Xpo6/Tamalin/Ocrl/Kpnb1/Rac1/Ipo4/Braf/Ranbp2/Ndrg1/Rassf1/Abca1/Gdi1/Eps8/Appl2/Rph3al/Dvl2/Prkch/Golga5/Gdi2/Cdc42bpb/Xpo4/Sod1/Ralbp1/Rin1/Arhgdia/Farp1/Dock9/Als2/Pkn3/Odf2/Errfi1/Rilpl1/Iqgap1/Ipo5/Yipf2/Micall1/Gga1/Ipo13/Atp7a/Diaph2/Exph5/Myo5a/Ccdc186/Rims4/Dennd1a/Rusc2/Fmnl2/Sh3bp4/Wdr44/Ranbp10/Rapgef6/Inf2/Ranbp9/Picalm/Plekhg1/Dmxl2/Cdc42ep4/Myrip/Git2/Als2cl/Rin3/Rasip1/Whamm/Acap2/Tbc1d30/Plekhg3/Dock1/Akap13/Garre1/Xpo5/Rab7",72
"GO:0045182","GO:0045182","translation regulator activity","37/2715","124/17763",2.87832143764363e-05,0.00132978450419136,0.0011283020035563,"Fmr1/Eif2b5/Rps9/Rpl10/Fxr2/Rack1/Shmt1/Prkch/Eif5/Eif3h/Eif3e/Etf1/Eif3a/Tyms/Eef1b2/Eif5b/Eif4g3/Eif3c/Eif3f/Eif4ebp1/Eif3l/Eef2/Eif1/Larp1/Eef1a1/Efl1/Dhx29/Cirbp/Paip2b/Eif3k/Eif3b/Eif1a/Rpl10-ps3/Eif4b/Eif4a1/Eif3g/Eif2s2",37
"GO:0003714","GO:0003714","transcription corepressor activity","49/2715","183/17763",4.07984062500469e-05,0.00181239073918477,0.00153778608173254,"Daxx/Pias4/Ezh1/Tle1/Hipk1/Hdac5/Ncor1/Sirt1/Btg2/Snw1/Mta1/Nipbl/Crebbp/Gps2/Prkn/Tcerg1/Tbl1x/Pa2g4/Tbl1xr1/Mier1/N4bp2l2/Atf7ip/Uri1/Mecp2/Cdyl2/Smarca4/Mlip/Phf24/Wnt4/Kdm1a/Arid5a/Phf12/Zfp653/Hnrnpu/Zmynd8/Rere/Cited2/Mybbp1a/Spen/Cir1/Zfp451/Mideas/Tob2/Yap1/Bcl3/Gon4l/Chd4/Hmgb1/Mta2",49
"GO:0010484","GO:0010484","histone H3 acetyltransferase activity","9/2715","14/17763",4.32091377815391e-05,0.00184839089398806,0.00156833166762624,"Kat2b/Jade2/Kat2a/Kat6b/Meaf6/Kat6a/Kat7/Ep300/Brpf3",9
"GO:0031593","GO:0031593","polyubiquitin modification-dependent protein binding","21/2715","57/17763",5.4732298927892e-05,0.00225770733077554,0.00191563046247622,"Rad23a/Ubqln1/Psmd4/Sqstm1/Ascc2/Bag6/Atrip/Uimc1/Rad23b/Eps15/Abraxas2/Zranb1/Otud7b/Mindy1/Nploc4/Wdr81/Rnf31/Ubqln2/Rnf169/Tnip2/Faap20",21
"GO:0001098","GO:0001098","basal transcription machinery binding","22/2715","62/17763",7.10278863268963e-05,0.00273457362358551,0.00232024428667861,"Ercc1/Tbp/Llph/Rtraf/Crebbp/Brd4/Wac/Nop58/Cdc73/Smyd2/Rprd1b/Rprd2/Uri1/Taf1/Ctdp1/Gtf2a2/Uvssa/Hnrnpu/Pcif1/Wdr43/Pcf11/Scaf8",22
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","22/2715","62/17763",7.10278863268963e-05,0.00273457362358551,0.00232024428667861,"Ercc1/Tbp/Llph/Rtraf/Crebbp/Brd4/Wac/Nop58/Cdc73/Smyd2/Rprd1b/Rprd2/Uri1/Taf1/Ctdp1/Gtf2a2/Uvssa/Hnrnpu/Pcif1/Wdr43/Pcf11/Scaf8",22
"GO:0032454","GO:0032454","histone H3K9 demethylase activity","8/2715","12/17763",8.1778778981206e-05,0.00304691902333203,0.00258526462585748,"Kdm4b/Kdm4c/Kdm4a/Kdm1a/Phf2/Kdm3b/Phf8/Kdm3a",8
"GO:0030674","GO:0030674","protein-macromolecule adaptor activity","91/2715","408/17763",9.43405792569108e-05,0.00340510528255412,0.00288918023974289,"Fmr1/Hip1r/Rapsn/Daxx/Hdgfl2/Klf4/Keap1/Ncstn/Stat3/Napa/Actn3/Stx5a/Ccnt1/Klhl3/Sqstm1/Lamp2/Zc3h18/Ksr1/Serinc1/Grb10/Rack1/Dvl2/Golga5/Zswim8/Peli2/Retreg1/Myh9/Shank3/Klhl22/Brd4/Mapk8ip3/Epc1/Sting1/Tcof1/Ddb1/Tjp2/Sorbs1/Baiap2/Tnnt2/Napb/Ddx20/Akirin2/Prkaa2/Cnksr1/Pxn/Cul1/Gabarapl1/Cidec/Iqgap1/Det1/Pold3/Fus/Mecp2/Cul4a/Gas6/Klhl2/Gab1/Nlrp3/Gatad2a/Sun1/Srrt/Spsb2/Nos1ap/Spsb1/Hip1/Ambra1/Zfp598/Ripk2/Tardbp/Stx3/Arrdc4/Shb/Cradd/Hnrnpa1/Retreg2/Ubqln2/Lgals3/Rgs14/Trim30b/Aph1c/Bcl3/Syne3/Zzef1/Npm1/Abi1/Sh2d3c/Ing2/Akap13/Ank3/Tut1/Syne1",91
"GO:0070530","GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","12/2715","25/17763",0.000117068440790234,0.00409739542765819,0.00347657793861907,"Sqstm1/Ascc2/Atrip/Uimc1/Zranb1/Otud7b/Nploc4/Wdr81/Rnf31/Rnf169/Tnip2/Faap20",12
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","16/2715","40/17763",0.000135550959439097,0.00451913674738826,0.00383441905839004,"Rtraf/Maf1/Brd4/Wac/Cdc73/Smyd2/Rprd1b/Rprd2/Uri1/Uvssa/Hnrnpu/Pcif1/Wdr43/Pcf11/Scaf8/Erbb2",16
"GO:0004386","GO:0004386","helicase activity","40/2715","147/17763",0.000136943537799644,0.00451913674738826,0.00383441905839004,"Ddx18/Ddx23/Snrnp200/Ddx56/Dqx1/Mtrex/Ddx27/Dhx40/Ddx39b/Ddx21/Ddx50/Ddx42/Ddx5/Helz/Wrnip1/Ddx46/Mcm4/Ddx59/Helz2/Ddx20/Dhx15/Dhx37/Ddx51/Ep400/Smarca4/Dhx57/Ddx1/Dhx38/Znfx1/Skic2/Aqr/Chd7/Ddx24/Dhx29/Chd8/Ddx17/Chd6/Eif4a1/Chd4/Shprh",40
"GO:0050681","GO:0050681","nuclear androgen receptor binding","14/2715","33/17763",0.00016818472970737,0.00539592674477812,0.00457836208647841,"Daxx/Prpf6/Calr/Ddx5/Snw1/Kdm4c/Foxp2/Foxp1/Smarca4/Kdm1a/Arid5a/Kdm3a/Ep300/Kdm5d",14
"GO:0031369","GO:0031369","translation initiation factor binding","15/2715","37/17763",0.000182900569196307,0.00559377944649687,0.00474623710611855,"Fmr1/Eif2b5/Eif2ak4/Gle1/Eif5/Rps24/Rps3a1/Eif3c/Eif3f/Eif4ebp1/Zpr1/Larp1/Rps19/Eif3b/Eif2s2",15
"GO:0017166","GO:0017166","vinculin binding","8/2715","13/17763",0.000184037765339291,0.00559377944649687,0.00474623710611855,"Actn1/Utrn/Sorbs3/Pxn/Dlc1/Ctnna1/Dag1/Dmd",8
"GO:0008135","GO:0008135","translation factor activity, RNA binding","24/2715","75/17763",0.000217199658374664,0.00643245142109582,0.00545783756941463,"Eif2b5/Eif5/Eif3h/Eif3e/Etf1/Eif3a/Eef1b2/Eif5b/Eif4g3/Eif3c/Eif3f/Eif3l/Eef2/Eif1/Eef1a1/Efl1/Dhx29/Eif3k/Eif3b/Eif1a/Eif4b/Eif4a1/Eif3g/Eif2s2",24
