"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022890","GO:0022890","inorganic cation transmembrane transporter activity","34/593","403/15026",2.62419511503632e-05,0.00169141303323704,0.00154940515404537,"Cox5a/Gria3/Atp5mc1/Atp1a4/Slc38a3/Slc47a1/Atp5mc3/Scn1b/Cyc1/Tfrc/Atp5pf/Asic1/Slc16a3/Atp5f1a/Slc9a2/Slc45a3/Atp1b1/Slc4a10/Slc30a2/Slc41a3/Cnnm4/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55/Slc5a3",34
"GO:0008324","GO:0008324","monoatomic cation transmembrane transporter activity","35/593","428/15026",3.83356850281471e-05,0.00226500005707969,0.00207483488266375,"Cox5a/Atp5mc1/Atp1a4/Slc38a3/Slc47a1/Atp5mc3/Scn1b/Cyc1/Tfrc/Atp5pf/Asic1/Slc16a3/Atp5f1a/Slc9a2/Cnga3/Slc45a3/Atp1b1/Slc4a10/Chrna4/Slc30a2/Slc41a3/Cnnm4/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55/Slc5a3",35
"GO:0005539","GO:0005539","glycosaminoglycan binding","20/593","186/15026",4.69775716439622e-05,0.00256208448427455,0.00234697665622062,"Apoh/Col5a3/Ccn4/Ptprs/Thbs4/Fstl1/Smoc2/Hbegf/Vegfb/Col5a1/Fbn1/Fbln7/Postn/Col11a1/Pcsk6/Abi3bp/Ccn3/Grem2/Spock3/Lrtm2",20
"GO:1901681","GO:1901681","sulfur compound binding","22/593","222/15026",6.9449684516239e-05,0.00351713045157239,0.0032218387478586,"Apoh/Col5a3/Ccn4/Ptprs/Tpmt/Thbs4/Fstl1/Smoc2/Hbegf/Vegfb/Suv39h2/Col5a1/Fbn1/Fbln7/Postn/Col11a1/Acads/Pcsk6/Abi3bp/Ccn3/Grem2/Lrtm2",22
"GO:1901702","GO:1901702","salt transmembrane transporter activity","34/593","428/15026",8.75610201068176e-05,0.00413871755038224,0.00379123855480045,"Gabrg1/Atp1a4/Slc38a3/Slc25a11/Scn1b/Best3/Slc22a4/Slc25a19/Slc25a29/Asic1/Slc16a3/Slc9a2/Mpc2/Atp1b1/Slc4a10/Slc30a2/Slc41a3/Slc25a15/Clca2/Cnnm4/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Clca4a/Lrrc55/Slc5a3",34
"GO:0005251","GO:0005251","delayed rectifier potassium channel activity","6/593","21/15026",0.000120314192710691,0.00520739244717004,0.00477018950323497,"Kcna7/Kcnh2/Kcng4/Kcnb1/Kcnc1/Kcnc3",6
"GO:0022839","GO:0022839","monoatomic ion gated channel activity","22/593","231/15026",0.00012485990352876,0.00520739244717004,0.00477018950323497,"Gabrg1/Gria3/Scn1b/Asic1/Cnga3/Chrna4/Clca2/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Tmc7/Kcng4/Kcnb1/Tmem150c/Kcnc1/Kcnh7/Ncs1/Kcnc3/Clca4a/Lrrc55",22
"GO:0015078","GO:0015078","proton transmembrane transporter activity","12/593","92/15026",0.000259050074072521,0.010203694584301,0.009347011444605,"Cox5a/Atp5mc1/Slc38a3/Slc47a1/Atp5mc3/Cyc1/Atp5pf/Slc16a3/Atp5f1a/Slc9a2/Slc45a3/Slc30a2",12
"GO:0005509","GO:0005509","calcium ion binding","35/593","484/15026",0.000421013940486842,0.0144234340300956,0.0132124694478049,"Egfl6/Fkbp10/Pvalb/Casq1/Scube2/Sparc/Rcn3/Matn3/Aspn/Thbs4/Fstl1/Smoc2/Pcdh12/Fbn2/Rhot2/Efhd1/Fbn1/Fbln7/Alpl/Ret/Syt3/Itgb1bp2/Loxl2/Edil3/Calm2/Ltbp4/Necab1/Spock3/Mgmt/Myl3/Myl1/Syt9/Ncs1/Celsr2/Fat3",35
"GO:0015267","GO:0015267","channel activity","28/593","357/15026",0.000443230405094594,0.0144234340300956,0.0132124694478049,"Gabrg1/Gria3/Tomm40l/Atp5mc1/Atp5mc3/Scn1b/Best3/Atp5pf/Asic1/Atp5f1a/Cnga3/Chrna4/Clca2/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Tmc7/Kcng4/Kcnb1/Tmem150c/Kcnc1/Kcnh7/Ncs1/Kcnc3/Clca4a/Lrrc55",28
"GO:0022803","GO:0022803","passive transmembrane transporter activity","28/593","357/15026",0.000443230405094594,0.0144234340300956,0.0132124694478049,"Gabrg1/Gria3/Tomm40l/Atp5mc1/Atp5mc3/Scn1b/Best3/Atp5pf/Asic1/Atp5f1a/Cnga3/Chrna4/Clca2/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Tmc7/Kcng4/Kcnb1/Tmem150c/Kcnc1/Kcnh7/Ncs1/Kcnc3/Clca4a/Lrrc55",28
"GO:0005249","GO:0005249","voltage-gated potassium channel activity","10/593","71/15026",0.000447553665249794,0.0144234340300956,0.0132124694478049,"Kcnk2/Kcna7/Kcnh2/Lrrc52/Kcng4/Kcnb1/Kcnc1/Kcnh7/Kcnc3/Lrrc55",10
"GO:0003707","GO:0003707","nuclear steroid receptor activity","5/593","18/15026",0.000525658326493614,0.0162039892819118,0.0148435326062499,"Esrrb/Ppara/Esrra/Esrrg/Paqr7",5
"GO:0022843","GO:0022843","voltage-gated monoatomic cation channel activity","12/593","103/15026",0.00073714252711737,0.0217764188219256,0.019948111369799,"Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55",12
"GO:0005216","GO:0005216","monoatomic ion channel activity","25/593","319/15026",0.000891207181942199,0.0246039245855535,0.02253822503049,"Gabrg1/Gria3/Scn1b/Best3/Atp5pf/Asic1/Atp5f1a/Cnga3/Chrna4/Clca2/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Tmc7/Kcng4/Kcnb1/Tmem150c/Kcnc1/Kcnh7/Ncs1/Kcnc3/Clca4a/Lrrc55",25
"GO:0015079","GO:0015079","potassium ion transmembrane transporter activity","13/593","120/15026",0.000902259575774882,0.0246039245855535,0.02253822503049,"Atp1a4/Slc9a2/Atp1b1/Kcnk2/Kcna7/Kcnh2/Lrrc52/Kcng4/Kcnb1/Kcnc1/Kcnh7/Kcnc3/Lrrc55",13
"GO:0022834","GO:0022834","ligand-gated channel activity","11/593","97/15026",0.00151283054755301,0.0397258095635218,0.036390504789092,"Gabrg1/Gria3/Atp5mc1/Atp5mc3/Asic1/Cnga3/Chrna4/Clca2/Kcnh2/Kcnh7/Clca4a",11
"GO:0015174","GO:0015174","basic amino acid transmembrane transporter activity","4/593","14/15026",0.00175176709415342,0.0428276851639578,0.0392319527075376,"Slc38a3/Slc47a1/Slc25a29/Slc25a15",4
"GO:0050811","GO:0050811","GABA receptor binding","4/593","14/15026",0.00175176709415342,0.0428276851639578,0.0392319527075376,"Gabrg1/Akap5/Trak2/Trak1",4
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","24/593","327/15026",0.0026825424936135,0.0633974209323991,0.0580746918792818,"Atp1a4/Slc38a3/Scn1b/Tfrc/Asic1/Slc9a2/Atp1b1/Slc4a10/Slc30a2/Slc41a3/Cnnm4/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55/Slc5a3",24
"GO:0005267","GO:0005267","potassium channel activity","10/593","90/15026",0.00284401265833818,0.0650453217665086,0.0595842380371699,"Kcnk2/Kcna7/Kcnh2/Lrrc52/Kcng4/Kcnb1/Kcnc1/Kcnh7/Kcnc3/Lrrc55",10
"GO:0009055","GO:0009055","electron transfer activity","6/593","37/15026",0.00301533341733621,0.0661182220981714,0.0605670596608593,"Cox5a/Sdhb/Ndufs4/Cyc1/Fdx1/Nqo2",6
"GO:0008083","GO:0008083","growth factor activity","11/593","106/15026",0.00307743487904042,0.0661182220981714,0.0605670596608593,"Clec11a/Igf1/Thbs4/Hbegf/Vegfb/Gdf11/Ccn3/Cdnf/Inhba/Lep/Ntf5",11
"GO:0005178","GO:0005178","integrin binding","13/593","139/15026",0.00340287570457583,0.0709599668983607,0.0650023006106281,"Ccn4/Igf1/Thbs4/Col3a1/Itgb6/Fbn1/Itgb1bp2/Thy1/Itgbl1/Ccn3/Col16a1/Kdr/Col4a3",13
"GO:0033549","GO:0033549","MAP kinase phosphatase activity","4/593","17/15026",0.00379070406016789,0.0767888336759725,0.0703417866202584,"Dusp8/Dusp10/Dusp18/Dusp29",4
"GO:0005518","GO:0005518","collagen binding","8/593","67/15026",0.00471218841201302,0.0928039328921453,0.0850122880178957,"Col6a1/Sparc/Col6a2/Mrc2/Thbs4/Abi3bp/Lum/Serpinh1",8
"GO:0140828","GO:0140828","metal cation:monoatomic cation antiporter activity","5/593","30/15026",0.00591519675056111,0.108552778633595,0.0994388900852616,"Slc38a3/Slc9a2/Slc4a10/Slc30a2/Slc41a3",5
"GO:0016671","GO:0016671","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","3/593","10/15026",0.00596161208600045,0.108552778633595,0.0994388900852616,"Glrx/Msrb2/Msra",3
"GO:0015297","GO:0015297","antiporter activity","10/593","100/15026",0.00606883909931727,0.108552778633595,0.0994388900852616,"Slc38a3/Slc47a1/Slc25a11/Slc25a19/Slc9a2/Slc4a10/Slc30a2/Slc41a3/Slc25a15/Slc37a4",10
"GO:0005244","GO:0005244","voltage-gated monoatomic ion channel activity","13/593","149/15026",0.00612427524025922,0.108552778633595,0.0994388900852616,"Scn1b/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55",13
"GO:0022832","GO:0022832","voltage-gated channel activity","13/593","150/15026",0.00647162102000216,0.111911690321501,0.102515793821344,"Scn1b/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55",13
"GO:0005261","GO:0005261","monoatomic cation channel activity","18/593","240/15026",0.00698128210892969,0.117850690838837,0.107956166947609,"Scn1b/Atp5pf/Asic1/Atp5f1a/Cnga3/Chrna4/Kcnk2/Kcna7/Kcnh2/Lrrc52/Cacna2d4/Kcng4/Kcnb1/Kcnc1/Kcnh7/Ncs1/Kcnc3/Lrrc55",18
"GO:0050839","GO:0050839","cell adhesion molecule binding","19/593","260/15026",0.0074326365375369,0.122552076863108,0.112262833382136,"Ccn4/Adgrl1/Igf1/Akap5/Thbs4/Col3a1/Cnga3/Itgb6/Fbn1/Postn/Itgb1bp2/Thy1/Kirrel3/Itgbl1/Ccn3/Cpe/Col16a1/Kdr/Col4a3",19
"GO:0034056","GO:0034056","estrogen response element binding","3/593","11/15026",0.00795917013892586,0.12267503540214,0.112375468551882,"Esrrb/Esrra/Esrrg",3
"GO:0061459","GO:0061459","L-arginine transmembrane transporter activity","3/593","11/15026",0.00795917013892586,0.12267503540214,0.112375468551882,"Slc47a1/Slc25a29/Slc25a15",3
"GO:0097177","GO:0097177","mitochondrial ribosome binding","3/593","11/15026",0.00795917013892586,0.12267503540214,0.112375468551882,"Taco1/Ndufab1/Uqcc5",3
"GO:0015453","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","4/593","22/15026",0.00996759997079431,0.146120577402912,0.133852566635879,"Cox5a/Ndufs4/Cyc1/Cybrd1",4
"GO:0043394","GO:0043394","proteoglycan binding","5/593","34/15026",0.0101511128039497,0.146120577402912,0.133852566635879,"Col5a3/Col2a1/Col5a1/Fbln7/Tnc",5
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","10/593","108/15026",0.0102781921468069,0.146120577402912,0.133852566635879,"Atp1a4/Slc38a3/Scn1b/Asic1/Slc9a2/Atp1b1/Slc4a10/Slc41a3/Cnnm4/Slc5a3",10
"GO:0017017","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","3/593","12/15026",0.0103046951624056,0.146120577402912,0.133852566635879,"Dusp8/Dusp10/Dusp18",3
"GO:0015276","GO:0015276","ligand-gated monoatomic ion channel activity","9/593","93/15026",0.0110711250212871,0.153910345884167,0.140988320704523,"Gabrg1/Gria3/Asic1/Cnga3/Chrna4/Clca2/Kcnh2/Kcnh7/Clca4a",9
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","12/593","146/15026",0.012947732740149,0.176537356014723,0.161715609325342,"Mrm1/Gamt/Dnmt3a/Tpmt/Suv39h2/Ntmt1/Mrm2/Ntmt2/Mettl21e/Mettl21c/Kmt5a/Trmt2b",12
"GO:0022804","GO:0022804","active transmembrane transporter activity","21/593","316/15026",0.0140649580278451,0.186469547719623,0.17081391276521,"Cox5a/Atp1a4/Slc38a3/Slc47a1/Slc25a11/Slc22a4/Slc25a19/Ndufs4/Cyc1/Slc16a3/Slc9a2/Slc45a3/Atp1b1/Slc4a10/Cybrd1/Slc30a2/Slc41a3/Slc25a15/Slc37a4/Slc16a6/Slc5a3",21
"GO:0008168","GO:0008168","methyltransferase activity","14/593","184/15026",0.0144221474755936,0.186469547719623,0.17081391276521,"Mrm1/Gamt/Dnmt3a/Tpmt/Suv39h2/Ntmt1/Mrm2/Prdm1/Ntmt2/Mettl21e/Mettl21c/Kmt5a/Mgmt/Trmt2b",14
"GO:0022853","GO:0022853","active monoatomic ion transmembrane transporter activity","13/593","166/15026",0.0144651976369242,0.186469547719623,0.17081391276521,"Cox5a/Atp1a4/Slc38a3/Slc47a1/Cyc1/Slc16a3/Slc9a2/Slc45a3/Atp1b1/Slc4a10/Slc30a2/Slc41a3/Slc5a3",13
"GO:0015291","GO:0015291","secondary active transmembrane transporter activity","15/593","205/15026",0.0160761370677598,0.197198660530179,0.180642229303126,"Slc38a3/Slc47a1/Slc25a11/Slc22a4/Slc25a19/Slc16a3/Slc9a2/Slc45a3/Slc4a10/Slc30a2/Slc41a3/Slc25a15/Slc37a4/Slc16a6/Slc5a3",15
"GO:0015651","GO:0015651","quaternary ammonium group transmembrane transporter activity","3/593","14/15026",0.0160787976087279,0.197198660530179,0.180642229303126,"Slc22a4/Slc25a19/Slc25a29",3
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity","10/593","116/15026",0.0164100436830473,0.197198660530179,0.180642229303126,"Slc38a3/Slc47a1/Slc25a11/Slc22a4/Slc25a29/Slc16a3/Mpc2/Slc25a15/Slc16a6/Slc38a10",10
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","10/593","116/15026",0.0164100436830473,0.197198660530179,0.180642229303126,"Slc38a3/Slc47a1/Slc25a11/Slc22a4/Slc25a29/Slc16a3/Mpc2/Slc25a15/Slc16a6/Slc38a10",10
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","9/593","100/15026",0.0172190815651342,0.203472147161335,0.186389005713821,"Mdh2/Cbr2/Hadh/Ldhd/Idh3a/Akr1c14/Bdh1/Akr1b10/Ptgr2",9
"GO:0017018","GO:0017018","myosin phosphatase activity","7/593","69/15026",0.0187563385149832,0.212124913055933,0.194315301544816,"Ppm1n/Dusp8/Pptc7/Dusp10/Dusp18/Dusp29/Dusp22",7
"GO:0020037","GO:0020037","heme binding","8/593","85/15026",0.0188377563191299,0.212124913055933,0.194315301544816,"Sdhd/Cyp51/Ptgis/Cyc1/Steap3/Hccs/Cyp2s1/Cycs",8
"GO:0019838","GO:0019838","growth factor binding","11/593","136/15026",0.018848899185506,0.212124913055933,0.194315301544816,"Col6a1/Col1a1/Col2a1/Col3a1/Igfbp5/Col5a1/Col1a2/Pcsk6/Ltbp4/Trim16/Kdr",11
"GO:0030547","GO:0030547","signaling receptor inhibitor activity","4/593","27/15026",0.0204833406305775,0.226347376898981,0.207343673887123,"Lynx1/Dut/Dkk3/Igsf1",4
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","6/593","55/15026",0.0207511699554778,0.226347376898981,0.207343673887123,"Sdhd/Sdhb/Acads/Akr1c14/Dhcr24/Ptgr2",6
"GO:0004222","GO:0004222","metalloendopeptidase activity","8/593","87/15026",0.0213770305112081,0.229641130794645,0.210360890357502,"Adam23/Mmp23/Uqcrc2/Mmp2/Mmp15/Adamts3/Adamts16/Adamts14",8
"GO:0008138","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","5/593","41/15026",0.0218420640838683,0.231134678141234,0.211729042258394,"Dusp8/Dusp10/Dusp18/Dusp29/Dusp22",5
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","14/593","195/15026",0.0226836469401135,0.236341123201482,0.216498363915544,"Mrm1/Gamt/Dnmt3a/Tpmt/Suv39h2/Ntmt1/Mrm2/Prdm1/Ntmt2/Mettl21e/Mettl21c/Kmt5a/Mgmt/Trmt2b",14
"GO:0015101","GO:0015101","organic cation transmembrane transporter activity","4/593","28/15026",0.0231718290757951,0.236341123201482,0.216498363915544,"Slc47a1/Slc22a4/Slc25a19/Slc25a29",4
"GO:0070403","GO:0070403","NAD+ binding","3/593","16/15026",0.0233341024317401,0.236341123201482,0.216498363915544,"Sirt3/Hadh/Sirt5",3
"GO:0015459","GO:0015459","potassium channel regulator activity","5/593","42/15026",0.0240149437687765,0.239588089145977,0.219472720663749,"Ank2/Kcnk2/Lrrc52/Lrrc55/Slc5a3",5
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","6/593","57/15026",0.0243305252729342,0.239588089145977,0.219472720663749,"Papln/Wfdc1/Itih5/Serpinb6b/Serpinh1/Spink11",6
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","9/593","107/15026",0.0255489695464179,0.248139991896031,0.227306621631433,"Mdh2/Cbr2/Hadh/Ldhd/Idh3a/Akr1c14/Bdh1/Akr1b10/Ptgr2",9
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","5/593","43/15026",0.0263223042333517,0.252196131100626,0.231022214964125,"Dlat/Pdhx/Pdhb/Akr1c14/Akr1b10",5
"GO:0016791","GO:0016791","phosphatase activity","16/593","239/15026",0.0278370664126631,0.263153067821042,0.241059227741939,"Hddc2/Ptprs/Pfkfb2/Alpl/Ppm1n/Nt5m/Inpp5j/Dusp8/Pptc7/Ptpn3/Dusp10/Dusp18/Plpp7/Nt5c1a/Dusp29/Dusp22",16
"GO:0072349","GO:0072349","modified amino acid transmembrane transporter activity","4/593","30/15026",0.0291646053810855,0.272075068620916,0.249232154018418,"Slc47a1/Slc22a4/Slc25a29/Slc25a15",4
"GO:0046906","GO:0046906","tetrapyrrole binding","8/593","93/15026",0.0304315126813545,0.276660546996657,0.253432644194102,"Sdhd/Cyp51/Ptgis/Cyc1/Steap3/Hccs/Cyp2s1/Cycs",8
"GO:0051287","GO:0051287","NAD binding","6/593","60/15026",0.0304365622930031,0.276660546996657,0.253432644194102,"Qdpr/Sirt3/Hadh/Idh3a/Sirt5/Rnls",6
"GO:0099106","GO:0099106","ion channel regulator activity","9/593","111/15026",0.0314196492541653,0.281981409129155,0.258306776679814,"Scn1b/Lynx1/Ank2/Calm2/Kcnk2/Ptpn3/Lrrc52/Lrrc55/Slc5a3",9
"GO:0008200","GO:0008200","ion channel inhibitor activity","4/593","32/15026",0.0359933875904477,0.318991397520343,0.292209475569819,"Scn1b/Lynx1/Calm2/Kcnk2",4
"GO:0008649","GO:0008649","rRNA methyltransferase activity","3/593","19/15026",0.0370096349068274,0.323948532702971,0.296750418941033,"Mrm1/Mrm2/Trmt2b",3
"GO:0016247","GO:0016247","channel regulator activity","9/593","115/15026",0.0381683411465252,0.330016510644956,0.302308940788268,"Scn1b/Lynx1/Ank2/Calm2/Kcnk2/Ptpn3/Lrrc52/Lrrc55/Slc5a3",9
"GO:0016248","GO:0016248","channel inhibitor activity","4/593","33/15026",0.0397246397656593,0.334337584776666,0.306267225606418,"Scn1b/Lynx1/Calm2/Kcnk2",4
"GO:0008237","GO:0008237","metallopeptidase activity","11/593","153/15026",0.040052002171117,0.334337584776666,0.306267225606418,"Adam23/Mmp23/Uqcrc2/Mmp2/Mmp15/Clca2/Cpe/Adamts3/Adamts16/Adamts14/Clca4a",11
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","12/593","172/15026",0.0400827851988951,0.334337584776666,0.306267225606418,"Slc38a3/Slc47a1/Slc25a11/Slc22a4/Slc25a19/Slc25a29/Slc16a3/Mpc2/Slc4a10/Slc25a15/Slc16a6/Slc38a10",12
"GO:0004722","GO:0004722","protein serine/threonine phosphatase activity","7/593","81/15026",0.0405792273749708,0.334542700102957,0.306455119833011,"Ppm1n/Dusp8/Pptc7/Dusp10/Dusp18/Dusp29/Dusp22",7
"GO:0044325","GO:0044325","transmembrane transporter binding","11/593","154/15026",0.0416702187535991,0.33958833444025,0.311077132135156,"Scn1b/Fhl1/Ank2/Calm2/Lrrc52/Bag2/Kcng4/Kcnb1/Kcnc1/Lrrc55/Slc5a3",11
"GO:0051139","GO:0051139","metal cation:proton antiporter activity","3/593","20/15026",0.0423008421055855,0.340810193782501,0.312196406449118,"Slc38a3/Slc9a2/Slc30a2",3
"GO:0015179","GO:0015179","L-amino acid transmembrane transporter activity","5/593","50/15026",0.0464037132274864,0.365558140869865,0.334866562121159,"Slc38a3/Slc47a1/Slc25a29/Slc25a15/Slc38a10",5
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","5/593","50/15026",0.0464037132274864,0.365558140869865,0.334866562121159,"Glrx/Msrb2/Chchd4/Tmx2/Msra",5
"GO:0000287","GO:0000287","magnesium ion binding","13/593","196/15026",0.0471900720663488,0.367667704341113,0.336799010583427,"Ppa1/Top2a/Pgm1/Dut/Ppm1n/Nudt7/Idh3a/Pkm/Nme1/Nt5c1a/Idi1/Eno3/Ncs1",13
"GO:0015171","GO:0015171","amino acid transmembrane transporter activity","6/593","67/15026",0.0483385811452038,0.372522326434234,0.341246047672663,"Slc38a3/Slc47a1/Slc22a4/Slc25a29/Slc25a15/Slc38a10",6
"GO:0001968","GO:0001968","fibronectin binding","4/593","36/15026",0.0521883880870044,0.392723757563393,0.359751404374751,"Thbs4/Igfbp5/Tnc/Mmp2",4
"GO:0005109","GO:0005109","frizzled binding","4/593","36/15026",0.0521883880870044,0.392723757563393,0.359751404374751,"Wnt9a/Dlg4/Wnt5a/Wnt5b",4
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","7/593","86/15026",0.0531755722511787,0.392723757563393,0.359751404374751,"Ptprs/Dusp8/Ptpn3/Dusp10/Dusp18/Dusp29/Dusp22",7
"GO:0008276","GO:0008276","protein methyltransferase activity","7/593","86/15026",0.0531755722511787,0.392723757563393,0.359751404374751,"Dnmt3a/Suv39h2/Ntmt1/Ntmt2/Mettl21e/Mettl21c/Kmt5a",7
