"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0023061","GO:0023061","signal release","39/592","484/15125",1.61737767999565e-05,0.00147792378225381,0.00137675728128753,"Tiam1/Crhr2/Mef2c/Dio2/Map2k6/Oxct1/Sybu/Atp5pf/Ildr1/Asic1/Grm8/Tmem132a/Sirt3/Ecrg4/Pfkfb2/Mpc2/Fbn1/Edn3/Chrna4/P2ry1/Hadh/Tbc1d1/Syt3/Rab3a/P2ry2/Apln/Ccn3/Cpe/Ltbp4/Inhba/Kcnb1/Sv2c/C1qtnf3/Lep/Syt9/Ncs1/Kcnc3/Nnat/Sptbn2",39
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","5/592","11/15125",3.42931504372971e-05,0.00306550944778621,0.00285566989568248,"Cyc1/Uqcrc1/Uqcrc2/Uqcrq/Cycs",5
"GO:0007416","GO:0007416","synapse assembly","21/592","201/15125",4.16410084878075e-05,0.00364314525323116,0.00339376550699063,"Mef2c/Adgrl1/Ptprs/Dlg4/Akap5/Wnt5a/Robo1/Stau2/Plxnd1/Kirrel3/Amigo3/Abi3bp/Ntng2/Lzts1/Srcin1/Cux2/Mdga1/C1ql3/Lrrc4/Lrtm2/Sptbn2",21
"GO:0098771","GO:0098771","inorganic ion homeostasis","36/592","453/15125",4.57385972859234e-05,0.0039182731674941,0.00365006042814638,"Sod2/Atp1a4/Casq1/Jph2/Wnt5a/Tfrc/Ddit3/Steap3/Atp1b1/Cybrd1/Prnd/Edn3/P2ry1/Sypl2/Alpl/Slc30a2/Cxcl9/Thy1/Slc37a4/Ank2/P2ry2/Kctd7/Ibtk/Calm2/Cnnm4/Kcnh2/Wfs1/Aplnr/Mettl21c/Pthlh/Fzd9/1600014C10Rik/Ncs1/Kdr/Rnls/C7",36
"GO:0060346","GO:0060346","bone trabecula formation","5/592","12/15125",5.68967713480058e-05,0.00477468415883673,0.00444784857004067,"Col1a1/Fbn2/Mmp2/Ppargc1b/Chad",5
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","22/592","230/15125",0.00010416798312465,0.00856677493217124,0.00798036401243373,"Crhr2/Casq1/Jph2/Scn1b/Akap5/Glrx/Arc/Fhl1/Atp1b1/Edn3/P2ry1/Cxcl9/Thy1/Ank2/Calm2/Kcnh2/Wfs1/Lrrc52/Aplnr/Kcnc1/Lep/Lrrc55",22
"GO:0051216","GO:0051216","cartilage development","20/592","199/15125",0.000108324464305358,0.0087339254357575,0.00813607276795042,"Wnt9a/Col1a1/Ccn4/Mef2c/Scube2/Matn3/Rflnb/Wnt5a/Col2a1/Esrra/Col3a1/Frzb/Col11a1/Loxl2/Mycn/Ccn3/Pthlh/Lep/Mkx/Serpinh1",20
"GO:0001935","GO:0001935","endothelial cell proliferation","17/592","154/15125",0.000112225928261646,0.00887448109638243,0.00826700714461798,"Apoh/Col18a1/Mef2c/Sparc/Igf1/Thbs4/Wnt5a/Vegfb/Atp5f1a/Loxl2/Apln/Aplnr/Col8a2/Lep/Kdr/Col8a1/Col4a3",17
"GO:0061037","GO:0061037","negative regulation of cartilage development","7/592","30/15125",0.000125953207837942,0.0097720677477286,0.00910315239964785,"Wnt9a/Ccn4/Rflnb/Frzb/Pthlh/Lep/Mkx",7
"GO:0014823","GO:0014823","response to activity","7/592","31/15125",0.000157249272182209,0.0119742408743193,0.0111545828746795,"Fndc5/Prkag3/Sod2/Gpam/Hadh/Myh2/Perm1",7
"GO:0031214","GO:0031214","biomineral tissue development","17/592","159/15125",0.00016615465844575,0.0124223264641623,0.0115719962121356,"Col1a1/Mef2c/Igf1/Rflnb/Aspn/Ppara/Fbn2/Itgb6/Alpl/Col1a2/Cnnm4/Pthlh/Fzd9/Ostn/Tmem119/Lep/Hacd1",17
"GO:0051963","GO:0051963","regulation of synapse assembly","15/592","130/15125",0.000171258639631433,0.0125752772529367,0.0117144772484734,"Mef2c/Adgrl1/Ptprs/Dlg4/Wnt5a/Robo1/Stau2/Amigo3/Abi3bp/Ntng2/Lzts1/Srcin1/Cux2/Mdga1/Lrtm2",15
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","7/592","32/15125",0.000194552339691682,0.013726317780365,0.0127867270127863,"Dlat/Pdhx/Pdhb/Mpc2/Ppcs/Nudt7/Hmgcs1",7
"GO:0006099","GO:0006099","tricarboxylic acid cycle","7/592","32/15125",0.000194552339691682,0.013726317780365,0.0127867270127863,"Dlat/Sdhd/Sdhb/Mdh2/Pdhb/Ndufs4/Idh3a",7
"GO:0034505","GO:0034505","tooth mineralization","6/592","23/15125",0.000200070376700661,0.013726317780365,0.0127867270127863,"Col1a1/Aspn/Ppara/Itgb6/Cnnm4/Hacd1",6
"GO:0046879","GO:0046879","hormone secretion","26/592","308/15125",0.000200286738040346,0.013726317780365,0.0127867270127863,"Tiam1/Crhr2/Dio2/Oxct1/Sybu/Ildr1/Sirt3/Ecrg4/Pfkfb2/Mpc2/Fbn1/Edn3/P2ry1/Hadh/Tbc1d1/Rab3a/Apln/Ccn3/Cpe/Ltbp4/Inhba/Kcnb1/C1qtnf3/Lep/Syt9/Nnat",26
"GO:0010817","GO:0010817","regulation of hormone levels","34/592","455/15125",0.000240509208993238,0.016212686350495,0.0151028992498084,"Tiam1/Crhr2/Dio2/Igf1/Pcsk1/Oxct1/Sybu/Ildr1/Sirt3/Ecrg4/Pfkfb2/Mpc2/Fbn1/Edn3/P2ry1/Schip1/Hadh/Tbc1d1/Pcsk6/Dkk3/Rab3a/Fdx1/Akr1c14/Apln/Ccn3/Cpe/Ltbp4/Cyp2s1/Inhba/Kcnb1/C1qtnf3/Lep/Syt9/Nnat",34
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","16/592","150/15125",0.000263320678984995,0.017326954571832,0.0161408938375221,"Casq1/Jph2/Scn1b/Akap5/Glrx/Atp1b1/Edn3/Cxcl9/Thy1/Ank2/Calm2/Kcnh2/Lrrc52/Aplnr/Kcnc1/Lrrc55",16
"GO:0009914","GO:0009914","hormone transport","26/592","314/15125",0.000271305861405397,0.017326954571832,0.0161408938375221,"Tiam1/Crhr2/Dio2/Oxct1/Sybu/Ildr1/Sirt3/Ecrg4/Pfkfb2/Mpc2/Fbn1/Edn3/P2ry1/Hadh/Tbc1d1/Rab3a/Apln/Ccn3/Cpe/Ltbp4/Inhba/Kcnb1/C1qtnf3/Lep/Syt9/Nnat",26
